МетодДоставки;Выручка;Абсолютная маржа;Маржа;Средняя маржа;Средний чек;Кол-во чеков;Кол-во товаров;Среднее кол-во товаров в  чеке;Кол-во уникальных клиентов;Ценность клиента
Магазины;232954924;69894109;0.3000327608443254;924.5497103097965;3180;75598;215876;3;58031;1204
