Заказ;ДЕТСКОЕ ПИТАНИЕ;ЖЕНСКИЕ ШТУЧКИ;ИГРУШКИ;КАНЦТОВАРЫ, КНИГИ, ДИСКИ;КОСМЕТИКА/ГИГИЕНА;КРУПНОГАБАРИТНЫЙ ТОВАР;ОБУВЬ;ПОДГУЗНИКИ;СОПУТСТВУЮЩИЕ ТОВАРЫ;ТЕКСТИЛЬ, ТРИКОТАЖ;ТЕХНИКА И ТОВАРЫ ДЛЯ ДОМА;ТОВАРЫ ДЛЯ ЖИВОТНЫХ;ТОВАРЫ ДЛЯ КОРМЛЕНИЯ
4008482_TR;0;0;0;0;1;0;0;1;0;4;0;0;0
4008506_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4008513_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4008519_TR;2;0;1;1;3;1;0;0;0;0;0;0;0
4008574_TR;0;0;0;0;2;0;0;3;0;0;0;0;0
4008575_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4008598_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4008609_TR;0;0;0;0;0;0;0;0;0;2;0;0;0
4008615_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4008627_TR;0;0;1;0;0;0;0;0;0;1;0;0;0
4008632_TR;0;0;3;2;0;0;0;1;0;0;0;0;0
4008651_TR;0;0;0;0;0;0;0;0;0;7;0;0;0
4008659_TR;0;0;0;1;0;0;3;0;0;0;0;0;0
4008693_TR;0;0;0;0;0;0;2;0;0;2;0;0;0
4008698_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4008700_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4008718_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4008748_TR;0;0;0;0;0;0;1;0;0;2;0;0;0
4008758_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4008761_TR;0;0;0;0;0;0;2;0;0;0;0;0;0
4008765_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4008779_TR;0;0;0;1;2;0;0;1;0;0;0;0;0
4008795_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4008813_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4008851_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4008860_TR;0;0;7;0;0;0;0;0;0;0;0;0;0
4008873_TR;0;0;0;0;0;0;0;1;0;3;0;0;0
4008885_TR;0;0;2;0;0;0;0;0;0;0;0;0;0
4008899_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4008904_TR;0;0;0;0;0;0;0;0;0;0;0;0;1
4008922_TR;0;0;0;0;1;0;0;0;0;0;0;0;0
4008951_TR;0;0;0;0;0;0;1;0;0;6;0;0;0
4008963_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4008980_TR;0;0;2;5;1;1;0;0;0;0;0;0;3
4008993_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4009004_TR;0;0;0;0;0;0;0;0;0;0;0;0;1
4009011_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4009016_TR;0;0;1;0;0;0;0;0;0;1;0;0;0
4009029_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4009030_TR;0;0;0;0;0;2;0;0;0;0;0;0;0
4009031_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4009036_TR;0;0;0;0;0;0;2;0;0;0;0;0;2
4009037_TR;0;0;0;0;0;0;0;0;0;0;0;0;1
4009042_TR;0;0;0;0;0;0;1;1;0;0;0;0;0
4009046_TR;0;0;0;0;0;0;0;0;0;2;0;0;0
4009052_TR;1;0;1;0;3;0;0;0;0;0;0;0;4
4009053_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4009059_TR;0;0;1;0;0;0;0;1;0;0;0;1;0
4009060_TR;41;0;1;0;0;0;0;1;0;3;0;0;1
4009065_TR;0;0;2;0;0;0;0;0;0;0;0;0;0
4009070_TR;0;0;0;0;0;0;0;0;0;0;0;0;5
4009071_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4009077_TR;3;0;0;0;0;0;1;0;0;2;0;0;0
4009085_TR;0;0;3;0;0;0;0;0;0;0;0;0;0
4009100_TR;0;0;1;0;0;3;0;0;0;0;0;0;0
4009106_TR;2;0;0;1;0;0;0;0;0;4;0;0;0
4009112_TR;0;0;0;0;0;0;2;0;0;0;0;0;0
4009120_TR;1;0;0;0;0;0;0;0;0;0;0;0;0
4009125_TR;0;0;2;0;0;0;0;0;0;0;0;0;0
4009130_TR;0;0;2;2;0;0;0;0;0;0;0;0;0
4009131_TR;2;0;0;0;2;0;0;3;0;0;0;0;0
4009149_TR;0;0;2;0;0;1;0;0;0;0;0;0;3
4009150_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4009156_TR;0;0;0;0;0;0;0;0;0;2;0;0;0
4009166_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4009167_TR;4;0;0;0;0;0;0;0;0;0;0;0;0
4009168_TR;1;0;0;0;0;0;0;0;0;0;0;0;0
4009178_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4009179_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4009190_TR;0;0;0;0;0;0;3;0;0;0;0;0;0
4009191_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4009199_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4009204_TR;3;0;6;0;1;0;0;1;0;0;0;0;0
4009211_TR;0;0;2;0;0;0;0;0;0;0;0;0;0
4009215_TR;0;0;0;0;0;0;0;0;0;0;0;0;2
4009217_TR;0;0;0;0;0;0;1;0;0;1;0;0;0
4009221_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4009226_TR;0;0;4;0;0;0;0;0;0;4;0;0;0
4009227_TR;0;0;3;0;0;0;0;0;0;0;0;0;0
4009229_TR;14;0;1;0;0;0;0;2;0;0;0;0;0
4009232_TR;0;0;0;0;0;0;0;2;0;0;0;0;1
4009246_TR;0;0;0;0;5;0;0;0;0;1;0;0;0
4009252_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4009256_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4009257_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4009258_TR;0;0;0;0;0;0;0;0;0;5;0;0;0
4009264_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4009268_TR;15;0;0;0;0;0;0;0;0;0;0;0;0
4009271_TR;0;0;0;0;0;0;2;0;0;0;0;0;0
4009282_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4009283_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4009293_TR;0;0;10;1;0;0;0;0;1;0;0;0;0
4009298_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4009299_TR;0;0;0;0;0;0;0;0;0;0;0;0;3
4009301_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4009313_TR;0;0;0;0;0;0;0;0;0;7;0;0;0
4009317_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4009322_TR;8;0;0;0;2;0;0;0;0;3;0;0;2
4009328_TR;0;0;2;4;0;3;0;0;0;0;0;0;2
4009335_TR;0;0;1;2;0;0;0;0;0;1;0;0;1
4009337_TR;0;0;0;1;0;0;0;0;0;0;0;0;0
4009352_TR;0;0;0;0;0;0;0;3;0;0;0;0;0
4009358_TR;2;0;0;0;0;0;0;1;0;0;0;0;0
4009378_TR;0;0;0;0;0;0;0;0;0;14;0;0;0
4009389_TR;0;0;2;0;0;0;0;0;0;0;0;0;0
4009391_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4009407_TR;0;0;1;0;0;0;0;0;0;9;0;0;0
4009420_TR;1;0;1;0;3;0;0;1;0;0;0;0;0
4009448_TR;0;0;0;0;0;0;0;0;0;3;0;0;0
4009461_TR;0;0;1;0;0;0;0;0;0;0;0;0;2
4009462_TR;0;0;0;0;0;0;0;0;0;3;0;0;0
4009485_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4009505_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4009528_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4009539_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4009556_TR;0;0;2;0;0;0;0;0;0;0;0;0;0
4009563_TR;0;0;0;0;0;0;0;3;0;0;0;0;0
4009589_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4009604_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4009607_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4009629_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4009642_TR;0;0;0;0;0;0;4;0;0;4;0;0;0
4009652_TR;0;0;0;13;5;0;0;0;0;0;0;0;0
4009659_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4009677_TR;0;0;0;0;0;0;0;0;0;3;0;0;0
4009678_TR;0;0;3;0;0;1;0;0;0;0;0;0;0
4009685_TR;0;0;0;0;0;0;0;7;0;0;0;0;0
4009691_TR;0;0;0;0;0;0;2;0;0;0;0;0;0
4009697_TR;0;0;0;0;0;0;0;3;0;0;0;0;0
4009706_TR;0;0;2;0;0;0;0;0;0;0;0;0;0
4009707_TR;0;0;0;0;0;0;0;4;0;0;0;0;0
4009718_TR;0;0;0;0;4;0;0;1;0;0;0;0;0
4009720_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4009731_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4009732_TR;0;0;0;0;0;0;1;0;0;3;0;0;0
4009739_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4009756_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4009772_TR;0;0;0;0;0;0;0;0;0;0;0;0;2
4009773_TR;0;0;1;0;0;0;0;2;0;0;0;0;0
4009785_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4009790_TR;0;0;0;0;12;0;0;1;0;6;0;0;0
4009797_TR;0;0;0;0;0;0;0;0;0;11;0;0;0
4009799_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4009805_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4009814_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4009835_TR;0;0;5;0;0;0;0;0;0;5;0;0;0
4009857_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4009858_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4009864_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4009870_TR;0;0;0;0;0;2;0;0;0;0;0;0;0
4009875_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4009887_TR;0;0;3;0;0;0;1;0;0;0;0;0;0
4009892_TR;0;0;0;0;0;0;0;0;0;3;0;0;0
4009895_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4009899_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4009917_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4009919_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4009928_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4009930_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4009934_TR;0;0;0;0;0;0;0;0;0;0;0;0;1
4009943_TR;0;0;0;0;3;0;0;2;0;0;0;0;0
4009972_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4009982_TR;5;0;0;0;0;0;0;0;0;0;0;0;0
4009994_TR;0;0;0;0;0;0;0;0;0;2;0;0;0
4010007_TR;0;0;0;0;0;0;0;0;0;2;0;0;0
4010012_TR;0;0;1;0;0;0;0;1;0;0;0;0;1
4010024_TR;0;0;0;0;0;0;0;0;0;0;0;0;1
4010036_TR;0;0;0;0;0;0;2;0;0;0;0;0;0
4010039_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4010044_TR;0;0;0;0;2;0;0;3;0;0;0;0;0
4010050_TR;0;0;0;0;0;0;0;0;0;0;0;0;1
4010057_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4010061_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4010074_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4010102_TR;4;0;0;0;0;0;1;0;0;0;0;0;0
4010109_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4010128_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4010139_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4010145_TR;0;0;1;0;0;0;0;1;0;1;0;0;0
4010168_TR;0;0;4;2;0;0;0;0;0;1;0;0;0
4010180_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4010187_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4010198_TR;0;0;13;0;0;0;0;0;0;0;0;0;0
4010199_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4010206_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4010211_TR;0;0;2;0;0;0;0;0;0;0;0;0;0
4010217_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4010218_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4010223_TR;0;0;2;0;0;0;0;0;0;0;0;0;0
4010225_TR;0;0;0;0;0;0;0;14;0;0;0;0;0
4010252_TR;0;0;0;0;0;0;2;0;0;2;0;0;0
4010264_TR;0;0;1;1;0;0;0;0;0;0;0;0;0
4010271_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4010272_TR;0;0;0;0;2;0;1;0;0;0;0;0;0
4010276_TR;0;0;0;0;2;0;0;0;0;0;0;0;0
4010320_TR;0;0;2;0;0;0;0;0;0;0;0;0;0
4010324_TR;0;0;6;0;0;0;0;0;0;0;0;0;0
4010330_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4010348_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4010351_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4010354_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4010393_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4010397_TR;0;0;2;0;0;0;0;0;0;0;0;0;0
4010421_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4010428_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4010429_TR;0;0;2;0;0;0;0;0;0;0;0;0;0
4010455_TR;0;0;0;0;0;0;1;0;0;2;0;0;0
4010457_TR;0;0;0;1;0;0;0;0;0;1;0;0;0
4010469_TR;22;0;0;0;0;0;0;0;0;0;0;0;3
4010486_TR;0;0;0;0;0;0;0;6;0;0;0;0;0
4010498_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4010504_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4010506_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4010517_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4010540_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4010541_TR;0;0;0;0;0;0;0;0;0;0;0;0;5
4010555_TR;0;0;2;1;0;0;0;0;0;0;0;0;0
4010558_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4010559_TR;0;0;2;0;0;0;0;0;0;0;0;0;0
4010566_TR;0;0;0;0;0;0;2;0;0;0;0;0;0
4010567_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4010589_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4010595_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4010605_TR;0;0;0;0;0;0;1;0;0;2;0;0;0
4010606_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4010613_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4010615_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4010618_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4010621_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4010631_TR;0;0;0;0;2;0;1;0;0;0;0;0;0
4010633_TR;0;0;3;0;0;0;0;0;0;0;0;0;0
4010643_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4010649_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4010650_TR;8;0;0;0;0;0;0;1;0;0;0;0;0
4010657_TR;0;0;0;0;0;0;0;0;0;2;0;0;0
4010662_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4010668_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4010673_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4010675_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4010687_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4010696_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4010698_TR;0;0;1;0;0;0;0;0;0;3;0;0;0
4010709_TR;0;0;2;0;0;0;0;0;0;0;0;0;0
4010716_TR;0;0;0;0;0;0;0;0;0;2;0;0;0
4010721_TR;0;0;0;0;0;0;2;0;0;1;0;0;0
4010728_TR;0;0;0;15;14;1;0;3;0;0;0;0;2
4010734_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4010744_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4010750_TR;0;0;0;0;0;0;0;0;0;7;0;0;0
4010759_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4010774_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4010780_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4010786_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4010788_TR;1;0;0;0;0;0;0;3;0;2;0;0;0
4010800_TR;0;0;0;0;0;1;1;0;0;0;0;0;0
4010810_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4010812_TR;0;0;0;0;0;0;0;3;0;0;0;0;0
4010813_TR;0;0;0;0;2;0;0;0;0;4;0;0;1
4010816_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4010840_TR;0;0;0;0;0;0;4;0;0;2;0;0;0
4010858_TR;0;0;0;0;0;0;0;0;0;3;0;0;0
4010882_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4010888_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4010889_TR;0;0;0;0;0;0;4;0;0;0;0;0;0
4010894_TR;0;0;8;0;0;0;0;0;0;0;0;0;1
4010932_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4010937_TR;0;0;0;0;0;0;0;0;0;0;0;0;5
4010949_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4010954_TR;0;0;1;0;0;0;0;1;0;0;0;0;0
4010961_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4010967_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4010984_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4010986_TR;0;0;3;0;0;0;0;0;1;0;0;0;0
4011009_TR;0;0;0;0;0;0;2;0;0;1;0;0;0
4011016_TR;6;3;0;0;3;0;0;0;0;2;0;0;4
4011026_TR;0;0;1;0;0;1;0;0;0;0;0;0;0
4011027_TR;0;0;4;0;0;0;2;0;0;0;0;0;0
4011028_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4011033_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4011039_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4011051_TR;0;0;0;0;0;0;0;0;0;3;0;0;0
4011062_TR;0;0;0;0;0;1;3;0;0;0;0;0;0
4011075_TR;0;0;0;0;0;0;0;3;0;0;0;0;0
4011080_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4011094_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4011105_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4011119_TR;0;0;1;4;0;0;0;1;0;0;0;0;0
4011122_TR;0;0;12;5;0;0;0;0;0;0;0;0;0
4011135_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4011137_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4011155_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4011171_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4011188_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4011225_TR;0;0;0;0;0;0;0;0;0;0;0;0;20
4011233_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4011248_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4011251_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4011263_TR;0;0;0;0;0;0;0;0;0;2;0;0;0
4011269_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4011286_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4011298_TR;0;0;1;0;0;0;0;0;0;9;0;0;1
4011326_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4011338_TR;0;0;0;0;1;0;0;0;0;0;0;0;3
4011380_TR;0;0;0;0;0;0;0;0;0;18;0;0;0
4011387_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4011399_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4011407_TR;0;0;0;0;0;0;1;0;0;1;0;0;0
4011412_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4011428_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4011448_TR;0;0;3;1;0;0;0;1;0;0;0;0;0
4011460_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4011467_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4011472_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4011485_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4011496_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4011500_TR;0;0;0;0;0;0;0;5;0;0;0;0;0
4011502_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4011506_TR;0;0;3;0;0;0;0;0;0;0;0;0;0
4011514_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4011525_TR;0;0;0;0;0;0;1;0;0;2;0;0;0
4011527_TR;0;0;0;0;10;0;0;0;0;0;0;0;0
4011531_TR;0;0;0;0;0;0;0;0;0;2;0;0;0
4011532_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4011537_TR;0;0;0;0;0;0;0;0;0;2;0;0;0
4011549_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4011562_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4011563_TR;0;0;0;11;0;0;0;0;0;0;0;0;0
4011568_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4011575_TR;0;0;0;0;0;0;1;0;0;6;0;0;0
4011579_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4011580_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4011602_TR;0;0;1;0;0;0;0;1;0;19;0;0;1
4011603_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4011604_TR;6;0;0;0;0;0;0;0;0;0;0;0;0
4011609_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4011615_TR;0;0;0;0;2;0;0;0;0;0;0;1;0
4011619_TR;0;0;0;0;0;0;0;0;0;2;0;0;0
4011620_TR;0;0;2;1;0;0;1;0;0;5;0;0;0
4011623_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4011633_TR;11;0;0;0;0;0;0;0;0;0;0;0;1
4011635_TR;0;0;0;0;0;0;0;0;0;0;0;0;1
4011638_TR;0;0;2;0;0;0;0;0;0;0;0;0;0
4011639_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4011646_TR;0;0;5;0;0;0;0;0;0;1;0;0;0
4011662_TR;5;0;8;5;7;0;0;0;0;5;0;3;0
4011663_TR;0;0;1;0;1;1;0;0;0;2;0;7;1
4011667_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4011668_TR;0;0;1;0;0;0;0;0;1;0;0;0;0
4011687_TR;0;0;0;4;0;0;0;0;0;0;0;0;0
4011693_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4011746_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4011753_TR;0;0;1;0;1;2;0;1;0;1;0;0;0
4011759_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4011766_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4011785_TR;0;0;1;0;0;0;0;1;0;2;0;0;0
4011803_TR;0;0;0;0;0;0;1;0;0;5;0;0;0
4011815_TR;0;0;0;0;0;0;0;0;0;17;0;0;0
4011836_TR;0;0;0;0;0;0;0;0;0;3;0;0;0
4011842_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4011857_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4011881_TR;0;0;2;0;0;0;0;0;0;3;0;0;0
4011886_TR;0;0;1;0;0;1;0;0;0;0;0;0;0
4011904_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4011910_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4011914_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4011933_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4011955_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4011958_TR;0;0;2;0;0;0;0;0;0;0;0;3;0
4011962_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4011964_TR;0;0;0;0;1;0;0;0;0;0;0;0;0
4011971_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4011977_TR;0;0;0;0;0;0;2;0;0;0;0;0;0
4011980_TR;0;0;0;0;0;0;0;0;0;14;0;0;0
4011988_TR;0;0;2;1;0;0;0;2;0;0;0;0;0
4011989_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4011993_TR;0;0;0;0;0;0;0;0;0;2;0;0;0
4012001_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4012004_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4012012_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4012017_TR;0;0;1;0;0;0;0;0;0;4;0;0;0
4012028_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4012030_TR;0;0;0;0;0;0;1;0;0;1;0;0;0
4012035_TR;0;0;0;1;0;0;2;0;0;0;0;0;0
4012039_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4012091_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4012097_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4012100_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4012101_TR;0;0;1;3;0;4;0;0;0;0;0;0;0
4012103_TR;0;0;0;0;0;0;0;0;0;3;0;0;0
4012107_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4012112_TR;1;0;0;0;0;0;0;0;0;0;0;0;0
4012118_TR;0;0;0;0;0;2;0;0;0;0;0;0;0
4012124_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4012125_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4012131_TR;0;0;2;0;0;0;0;0;0;0;0;0;0
4012132_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4012133_TR;0;0;2;0;0;0;0;0;0;0;0;0;0
4012139_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4012151_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4012156_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4012159_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4012163_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4012165_TR;0;0;2;0;0;2;0;0;0;0;0;0;0
4012173_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4012174_TR;0;0;0;0;0;0;0;0;0;0;0;0;1
4012187_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4012191_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4012196_TR;0;0;0;0;1;0;0;1;0;0;0;0;3
4012199_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4012204_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4012214_TR;0;0;0;0;2;0;0;0;0;13;0;0;0
4012215_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4012216_TR;0;0;0;0;0;0;0;0;0;2;0;0;0
4012220_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4012228_TR;0;0;5;0;0;0;0;0;0;0;0;0;0
