Заказ;ДЕТСКОЕ ПИТАНИЕ;ЖЕНСКИЕ ШТУЧКИ;ИГРУШКИ;КАНЦТОВАРЫ, КНИГИ, ДИСКИ;КОСМЕТИКА/ГИГИЕНА;КРУПНОГАБАРИТНЫЙ ТОВАР;ОБУВЬ;ПОДГУЗНИКИ;СОПУТСТВУЮЩИЕ ТОВАРЫ;ТЕКСТИЛЬ, ТРИКОТАЖ;ТЕХНИКА И ТОВАРЫ ДЛЯ ДОМА;ТОВАРЫ ДЛЯ ЖИВОТНЫХ;ТОВАРЫ ДЛЯ КОРМЛЕНИЯ
4295781_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4295786_TR;0;0;1;0;0;0;0;3;0;0;0;0;0
4295793_TR;0;0;0;0;0;0;0;2;0;0;0;0;1
4295794_TR;10;0;0;0;0;0;0;2;0;0;0;0;0
4295800_TR;0;0;0;0;0;0;0;0;0;0;0;0;1
4295805_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4295823_TR;0;0;0;0;1;1;0;2;0;0;0;0;3
4295829_TR;23;0;0;0;2;0;0;1;0;0;0;0;0
4295830_TR;0;0;0;0;0;0;0;0;0;0;0;0;1
4295835_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4295840_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4295841_TR;6;0;0;0;0;0;0;2;0;0;0;0;2
4295847_TR;0;0;0;0;1;0;0;1;0;0;0;0;0
4295853_TR;7;0;0;0;0;0;0;0;0;0;0;0;0
4295858_TR;0;0;0;0;2;0;0;1;0;0;0;0;0
4295859_TR;0;0;0;0;7;0;0;2;0;0;0;0;0
4295864_TR;0;0;0;0;0;0;0;4;0;0;0;0;0
4295866_TR;0;0;0;0;0;0;0;0;0;3;0;0;0
4295877_TR;0;0;0;0;0;0;0;1;0;0;0;0;1
4295883_TR;0;0;1;0;0;1;0;0;0;0;0;0;0
4295890_TR;0;0;0;0;7;0;0;1;0;0;0;0;0
4295895_TR;0;0;0;0;0;0;0;0;0;0;0;0;1
4295896_TR;0;0;1;0;0;0;0;2;0;0;0;0;0
4295901_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4295902_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4295903_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4295908_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4295914_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4295917_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4295919_TR;0;0;0;0;0;0;0;0;0;2;0;0;0
4295926_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4295932_TR;0;0;0;0;0;0;0;0;0;0;0;0;3
4295933_TR;0;0;0;0;0;0;0;1;0;0;0;0;1
4295938_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4295944_TR;17;0;0;0;0;0;0;2;0;0;0;0;0
4295948_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4295949_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4295955_TR;0;0;2;1;0;0;0;0;0;3;0;0;0
4295956_TR;0;0;0;0;0;0;0;1;0;0;0;0;2
4295957_TR;0;0;0;0;1;0;0;0;0;0;0;0;5
4295963_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4295966_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4295972_TR;0;0;0;0;5;0;0;1;0;1;0;0;3
4295984_TR;2;0;0;0;0;0;0;0;0;0;0;0;0
4295985_TR;0;0;0;0;0;2;0;0;0;0;0;0;0
4295993_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4295997_TR;4;0;0;0;0;0;0;0;0;4;0;0;0
4295999_TR;0;0;1;0;0;0;2;0;0;1;0;0;0
4296003_TR;0;0;0;0;0;0;0;0;0;0;0;2;0
4296004_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4296005_TR;0;0;0;0;8;0;0;2;0;0;0;0;0
4296010_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4296014_TR;0;0;0;0;0;0;0;1;0;0;0;0;2
4296015_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4296016_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4296023_TR;0;0;0;0;0;0;0;3;0;0;0;0;0
4296026_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4296027_TR;0;0;0;0;0;0;0;0;0;2;0;0;0
4296033_TR;0;0;0;0;0;3;0;0;0;0;0;0;2
4296041_TR;0;0;1;0;0;0;1;0;0;0;0;0;0
4296046_TR;0;0;0;0;0;0;0;0;0;0;0;0;1
4296047_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4296051_TR;0;0;0;0;0;0;0;0;0;7;0;0;0
4296055_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4296057_TR;28;0;0;0;0;0;0;0;0;0;0;0;0
4296059_TR;0;0;0;0;0;0;0;9;0;0;0;0;1
4296063_TR;16;0;0;0;1;0;0;0;0;0;0;0;0
4296064_TR;0;0;7;11;0;0;0;0;0;0;0;0;0
4296073_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4296080_TR;0;0;1;0;2;0;0;0;0;0;0;0;0
4296086_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4296087_TR;0;0;0;0;1;0;0;1;0;0;0;0;0
4296107_TR;1;0;0;0;1;0;0;0;0;0;0;0;0
4296110_TR;0;0;2;0;0;0;0;0;0;0;0;0;0
4296113_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4296123_TR;0;0;0;0;0;3;0;0;0;0;0;0;0
4296128_TR;0;0;3;0;0;0;0;0;0;0;0;0;0
4296129_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4296135_TR;0;0;0;0;0;0;2;0;0;0;0;0;0
4296141_TR;0;0;0;0;0;0;0;3;0;0;0;0;0
4296146_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4296147_TR;0;0;0;0;0;2;0;0;0;0;0;0;0
4296148_TR;0;0;0;0;0;0;0;1;0;3;0;0;0
4296153_TR;0;0;0;0;0;0;0;4;0;0;0;0;0
4296154_TR;18;0;0;0;1;0;0;0;0;0;0;0;1
4296160_TR;2;0;0;0;0;0;0;2;0;0;0;0;0
4296164_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4296176_TR;0;0;0;0;0;0;0;0;0;7;0;0;0
4296177_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4296183_TR;0;0;1;0;3;0;0;1;0;0;0;0;0
4296184_TR;1;0;10;0;0;0;0;1;0;0;0;0;0
4296188_TR;0;0;0;0;0;0;0;0;0;2;0;0;0
4296195_TR;1;0;0;0;0;0;0;3;0;0;0;0;0
4296196_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4296212_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4296225_TR;0;0;0;1;0;0;0;0;0;0;0;0;0
4296243_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4296256_TR;0;0;1;1;5;0;0;0;0;0;0;0;5
4296280_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4296290_TR;0;0;0;0;0;0;0;0;0;0;0;0;1
4296293_TR;4;0;2;0;0;0;0;4;0;0;0;0;2
4296299_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4296305_TR;0;0;0;0;0;0;0;0;0;0;0;0;3
4296319_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4296353_TR;0;0;0;0;0;0;0;1;0;1;0;0;0
4296365_TR;0;0;0;0;0;0;0;3;0;0;0;0;0
4296380_TR;25;0;0;0;1;0;0;4;0;0;0;0;0
4296386_TR;2;0;1;0;6;0;0;2;0;0;0;0;1
4296405_TR;10;0;3;2;6;0;0;2;0;0;0;0;0
4296418_TR;0;0;0;0;0;0;0;6;0;0;0;0;0
4296424_TR;0;0;0;0;0;0;0;0;0;0;0;0;3
4296431_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4296434_TR;2;0;0;0;0;0;0;0;0;0;0;0;0
4296435_TR;0;0;0;0;1;0;0;0;0;0;0;0;1
4296440_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4296448_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4296455_TR;8;0;0;0;0;0;0;0;0;0;0;0;0
4296460_TR;0;0;0;0;0;0;0;3;0;0;0;0;0
4296465_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4296482_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4296491_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4296494_TR;1;0;0;0;0;2;0;1;0;5;0;0;2
4296500_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4296526_TR;0;0;0;0;0;0;0;3;0;0;0;0;0
4296532_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4296550_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4296554_TR;0;0;0;0;0;0;0;0;0;0;0;0;1
4296557_TR;0;0;0;0;0;0;0;0;0;0;0;0;1
4296562_TR;4;0;0;0;0;0;0;2;0;0;0;0;0
4296579_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4296596_TR;23;0;0;0;4;0;0;0;0;0;0;0;0
4296610_TR;2;0;0;0;0;0;0;0;0;0;0;0;0
4296626_TR;3;0;0;0;0;0;0;0;0;0;0;0;0
4296635_TR;0;0;0;0;2;0;0;1;0;0;0;0;1
4296650_TR;0;0;0;0;0;0;0;2;0;0;0;0;2
4296657_TR;0;0;0;0;0;2;0;0;0;0;0;0;0
4296658_TR;67;0;0;0;0;0;0;0;0;0;0;0;0
4296659_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4296662_TR;0;0;0;0;1;0;0;2;0;0;0;0;0
4296677_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4296680_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4296686_TR;0;0;0;1;1;0;0;3;0;0;0;0;0
4296692_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4296693_TR;0;0;1;0;0;0;0;0;0;0;0;0;5
4296695_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4296710_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4296717_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4296718_TR;2;0;0;0;0;0;0;0;0;0;0;0;0
4296722_TR;1;0;0;0;0;0;0;2;0;0;0;0;0
4296723_TR;0;0;4;0;0;0;0;0;0;0;0;0;0
4296734_TR;0;0;0;0;0;0;1;1;0;0;0;0;0
4296735_TR;0;0;0;0;4;0;0;0;0;0;0;0;0
4296736_TR;0;0;3;0;0;0;0;0;0;6;0;0;0
4296737_TR;0;0;1;0;0;0;0;3;0;0;0;0;0
4296748_TR;0;0;0;1;2;0;0;0;0;4;0;0;0
4296752_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4296753_TR;0;0;0;0;4;0;0;0;0;0;0;0;0
4296758_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4296764_TR;0;0;2;0;0;0;0;0;0;0;0;0;0
4296773_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4296779_TR;2;0;0;0;0;0;0;2;0;0;0;0;0
4296789_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4296796_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4296800_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4296812_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4296814_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4296815_TR;6;0;0;0;0;0;0;0;0;0;0;0;0
4296819_TR;0;0;0;0;1;0;0;0;0;0;0;0;0
4296824_TR;53;0;0;0;0;0;0;0;0;0;0;0;0
4296831_TR;0;0;0;0;0;0;2;0;0;0;0;0;0
4296832_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4296837_TR;0;0;0;0;0;0;2;0;0;0;0;0;0
4296838_TR;0;0;0;0;0;0;1;0;0;3;0;0;0
4296842_TR;0;0;2;0;0;0;0;3;0;3;0;0;0
4296843_TR;0;0;0;0;0;0;0;0;0;0;0;0;2
4296844_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4296845_TR;0;0;0;0;0;0;0;2;0;0;0;0;2
4296849_TR;0;0;0;0;0;0;0;1;0;0;0;0;1
4296869_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4296872_TR;0;0;0;0;0;0;0;0;0;9;0;0;0
4296878_TR;0;0;0;0;0;0;0;0;0;2;0;0;0
4296884_TR;12;0;0;0;0;0;0;1;0;0;0;0;1
4296897_TR;2;0;0;0;0;0;0;0;0;0;0;0;0
4296909_TR;15;0;0;0;0;0;0;0;0;0;0;0;0
4296910_TR;0;0;0;1;0;0;0;0;0;0;0;0;1
4296914_TR;0;0;0;0;0;0;0;0;0;2;0;0;0
4296922_TR;34;0;4;0;12;0;0;3;0;0;0;0;0
4296926_TR;4;0;0;0;4;0;0;3;0;0;0;0;0
4296929_TR;3;0;0;0;0;0;0;0;0;0;0;0;0
4296934_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4296938_TR;0;0;1;0;0;0;0;1;0;0;0;0;5
4296946_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4296952_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4296958_TR;0;0;0;0;0;0;0;0;0;0;0;12;0
4296959_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4296962_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4296963_TR;0;0;0;0;2;0;0;3;0;0;0;0;0
4296971_TR;0;0;1;0;4;0;0;2;0;0;0;0;0
4296974_TR;1;0;0;0;1;0;0;1;0;0;0;0;0
4296975_TR;0;0;1;0;0;0;0;1;0;0;0;0;0
4296985_TR;0;0;0;0;0;0;1;0;0;1;0;0;0
4296987_TR;0;0;1;0;0;0;0;1;0;0;0;0;0
4296992_TR;50;0;0;0;0;0;0;0;0;0;0;0;0
4296993_TR;6;0;0;0;0;0;0;3;0;0;0;0;0
4296998_TR;0;0;0;0;0;1;0;1;0;3;0;0;1
4296999_TR;0;0;2;0;0;0;0;0;0;0;0;0;0
4297003_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4297005_TR;0;0;0;0;0;0;1;2;0;2;0;0;0
4297007_TR;0;0;0;0;1;0;0;1;0;0;0;0;1
4297010_TR;0;0;0;1;0;0;0;0;0;0;0;0;0
4297011_TR;8;0;1;0;5;0;0;0;0;0;0;0;0
4297017_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4297023_TR;0;0;0;0;0;0;0;0;0;0;0;0;1
4297034_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4297042_TR;0;0;0;0;1;0;0;0;0;0;0;0;0
4297047_TR;0;0;0;0;2;0;0;1;0;0;0;0;0
4297058_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4297059_TR;0;0;0;0;1;0;0;2;0;0;0;0;0
4297060_TR;1;0;7;1;0;0;1;0;0;0;0;0;0
4297064_TR;0;0;0;0;0;0;0;0;0;0;0;0;1
4297077_TR;0;0;0;0;1;0;0;1;0;1;0;0;0
4297085_TR;0;0;1;0;3;0;0;1;0;0;0;0;0
4297090_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4297095_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4297096_TR;0;0;0;0;0;0;0;0;0;3;0;0;0
4297097_TR;0;0;0;0;2;0;0;4;0;0;0;0;0
4297103_TR;0;0;0;0;4;1;0;0;0;0;0;0;4
4297112_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4297114_TR;0;0;5;0;0;0;0;0;0;0;0;0;1
4297127_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4297132_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4297133_TR;0;0;0;0;1;0;0;1;0;0;0;0;0
4297138_TR;0;0;2;0;0;0;0;0;0;0;0;0;0
4297139_TR;0;0;0;0;7;0;0;1;0;0;0;0;1
4297157_TR;0;0;1;0;0;0;0;1;0;0;0;0;0
4297162_TR;0;0;0;0;0;0;0;0;0;0;0;0;1
4297166_TR;0;0;0;0;0;0;0;2;0;1;0;0;0
4297167_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4297173_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4297175_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4297181_TR;0;0;0;0;2;0;0;2;0;1;0;0;0
4297193_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4297202_TR;0;0;1;0;0;1;0;0;0;0;0;0;0
4297203_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4297205_TR;0;0;0;0;0;0;4;2;0;0;0;0;0
4297209_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4297211_TR;0;0;5;0;2;0;0;0;0;0;0;0;0
4297214_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4297217_TR;0;0;0;0;0;0;0;0;1;1;0;0;0
4297221_TR;0;0;0;0;1;0;0;2;0;0;0;0;0
4297223_TR;2;0;0;0;0;0;0;3;0;0;0;0;0
4297227_TR;0;0;1;2;0;0;0;0;0;0;0;0;1
4297233_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4297235_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4297246_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4297250_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4297251_TR;0;0;0;0;4;0;0;0;0;0;0;0;4
4297256_TR;0;0;2;0;0;0;0;0;0;4;0;0;0
4297258_TR;0;0;0;0;0;0;0;3;0;0;0;0;0
4297268_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4297280_TR;0;0;1;0;0;0;0;0;0;2;0;0;1
4297283_TR;11;0;0;0;1;0;0;5;0;0;0;0;0
4297286_TR;0;0;0;0;0;0;0;3;0;0;0;0;0
4297289_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4297306_TR;13;0;0;0;3;0;0;1;0;0;0;0;0
4297310_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4297334_TR;60;0;0;0;0;0;0;0;0;0;0;0;0
4297358_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4297371_TR;0;0;0;0;0;1;0;0;0;3;0;0;0
4297373_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4297378_TR;5;0;0;0;0;0;0;0;0;0;0;34;1
4297395_TR;5;0;0;0;0;0;0;0;0;0;0;0;2
4297401_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4297407_TR;0;0;0;0;0;0;0;0;0;5;0;0;0
4297412_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4297430_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4297439_TR;1;0;3;0;1;0;0;3;0;2;0;0;1
4297449_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4297454_TR;0;0;0;0;0;0;0;5;0;0;0;0;0
4297461_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4297466_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4297475_TR;0;0;1;0;0;0;0;1;0;0;0;0;0
4297481_TR;0;0;1;0;0;0;0;0;0;3;0;0;0
4297487_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4297491_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4297492_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4297502_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4297508_TR;13;0;0;0;0;0;0;0;0;0;0;0;0
4297511_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4297515_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4297521_TR;0;0;1;0;0;2;0;0;0;0;0;0;0
4297529_TR;0;0;0;0;0;0;0;0;0;0;0;0;1
4297540_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4297544_TR;46;0;0;0;0;0;0;0;0;0;0;0;0
4297547_TR;1;0;0;0;0;0;0;1;0;0;0;0;0
4297551_TR;0;0;4;0;0;0;0;0;0;0;0;0;0
4297553_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4297559_TR;0;0;0;0;0;0;0;0;0;4;0;0;0
4297569_TR;0;0;0;0;1;0;0;0;0;0;0;0;3
4297576_TR;0;0;0;1;0;0;0;0;0;0;0;0;2
4297581_TR;0;0;2;1;0;0;0;0;0;0;0;0;1
4297582_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4297583_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4297587_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4297613_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4297616_TR;0;0;4;0;0;0;0;1;0;0;0;0;0
4297618_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4297629_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4297635_TR;0;0;0;0;0;0;0;4;0;0;0;0;0
4297637_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4297660_TR;0;0;0;0;1;0;0;2;0;0;0;0;1
4297671_TR;100;0;0;0;0;0;0;3;0;0;0;0;0
4297676_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4297708_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4297713_TR;0;0;0;0;2;0;0;0;0;0;0;0;0
4297717_TR;0;0;0;0;1;0;0;2;0;0;0;0;0
4297725_TR;0;0;1;0;0;0;0;0;0;8;0;0;2
4297737_TR;0;0;0;0;0;0;0;1;0;2;0;0;0
4297742_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4297769_TR;2;0;0;0;0;1;0;1;0;0;0;0;2
4297774_TR;0;0;0;0;5;0;0;2;0;0;0;0;0
4297790_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4297792_TR;0;0;0;0;1;0;0;5;0;0;0;0;0
4297798_TR;0;0;0;0;0;0;0;6;0;0;0;0;0
4297802_TR;0;0;0;0;0;0;0;0;3;0;0;0;0
4297805_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4297815_TR;76;0;0;0;0;1;0;1;0;0;0;0;0
4297820_TR;0;0;0;0;0;0;0;4;0;0;0;0;0
4297834_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4297835_TR;12;0;0;0;0;0;0;0;0;0;0;0;0
4297841_TR;2;0;0;0;0;0;0;0;0;0;0;0;0
4297847_TR;0;0;0;0;0;0;1;0;0;0;0;0;0
4297852_TR;0;0;0;0;1;0;0;1;0;0;0;0;3
4297881_TR;0;0;0;0;0;0;3;0;0;0;0;0;0
4297887_TR;0;0;0;0;0;0;0;0;0;20;0;0;0
4297888_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4297892_TR;0;0;0;0;0;0;0;3;0;0;0;0;2
4297894_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4297905_TR;0;0;3;0;0;1;0;0;0;0;0;0;0
4297925_TR;5;0;0;0;1;0;0;2;0;0;0;0;0
4297958_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4297966_TR;5;0;0;0;0;0;0;0;0;0;0;0;0
4297967_TR;0;0;0;0;0;0;0;0;0;2;0;0;0
4297982_TR;0;0;0;0;0;0;0;4;0;0;0;0;0
4298015_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4298018_TR;3;0;0;0;0;0;0;1;0;0;0;0;0
4298027_TR;0;0;1;0;0;0;0;1;0;0;0;2;0
4298045_TR;13;0;2;2;0;0;0;0;0;0;0;0;1
4298057_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4298060_TR;0;0;0;0;0;0;0;0;0;0;0;2;0
4298072_TR;24;0;0;0;0;0;0;0;0;0;0;0;0
4298074_TR;0;0;1;0;5;0;1;0;0;0;0;0;0
4298096_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4298097_TR;0;0;0;0;2;0;0;2;0;8;0;0;0
4298110_TR;35;0;0;0;9;0;0;0;0;0;0;0;2
4298116_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4298117_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4298122_TR;0;0;5;0;0;0;0;0;0;0;0;0;0
4298133_TR;0;0;0;0;2;0;0;0;0;0;0;0;0
4298140_TR;0;0;1;0;0;0;0;0;0;2;0;0;1
4298141_TR;0;0;4;0;0;0;0;0;0;0;0;0;0
4298145_TR;0;0;0;0;0;0;0;3;0;0;0;0;0
4298162_TR;0;0;0;0;0;0;0;0;0;0;0;0;1
4298169_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4298175_TR;0;0;3;0;0;0;0;0;0;0;0;0;0
4298183_TR;0;1;0;0;8;1;0;0;0;1;0;0;1
4298193_TR;0;0;0;0;3;0;0;3;0;0;0;0;0
4298199_TR;27;0;0;0;4;0;0;1;0;0;0;1;0
4298201_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4298217_TR;0;0;0;0;3;0;0;1;0;0;0;0;1
4298218_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4298219_TR;0;0;0;0;0;0;0;5;0;0;0;0;0
4298235_TR;0;0;0;0;1;0;0;0;0;0;0;0;0
4298253_TR;0;0;0;0;0;0;0;0;0;3;0;0;0
4298259_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4298264_TR;0;0;0;0;5;0;0;0;0;0;0;0;4
4298273_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4298288_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4298290_TR;0;0;0;0;12;1;0;2;0;0;0;0;2
4298312_TR;0;0;0;0;0;0;0;0;0;3;0;0;0
4298344_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4298354_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4298356_TR;1;0;0;0;0;0;0;0;0;0;0;0;0
4298375_TR;0;0;0;0;0;0;0;0;0;2;0;0;0
4298379_TR;1;0;0;0;0;0;0;1;0;0;0;0;0
4298387_TR;0;0;0;0;0;0;0;0;0;5;0;0;0
4298397_TR;16;0;0;0;0;0;0;0;0;0;0;0;0
4298404_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4298409_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
4298410_TR;0;0;1;0;0;0;0;0;0;0;0;0;0
4298415_TR;0;0;0;0;1;2;0;0;0;0;0;0;4
4298423_TR;0;0;0;0;0;3;0;0;0;0;0;0;0
4298429_TR;0;0;0;0;0;0;0;2;0;1;0;0;1
4298439_TR;0;0;0;0;9;0;0;2;0;1;0;0;0
4298446_TR;0;0;0;0;0;0;0;0;0;1;0;0;1
4298451_TR;0;0;0;0;0;0;0;2;0;0;0;0;0
4298457_TR;0;0;0;0;0;0;0;0;0;0;0;6;0
4298465_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4298481_TR;0;0;0;0;0;0;0;1;0;0;0;0;0
4298492_TR;0;0;0;0;0;0;0;0;0;3;0;0;0
4298501_TR;0;0;0;0;1;0;0;2;0;0;0;0;1
4298505_TR;34;0;0;0;0;0;0;0;0;0;0;0;0
4298522_TR;0;0;0;0;0;0;0;0;0;0;0;0;6
4298525_TR;8;0;0;0;0;0;0;2;0;0;0;0;0
4298537_TR;0;1;0;0;0;0;0;1;0;0;0;0;1
4298542_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4298543_TR;5;0;0;0;0;0;0;0;0;5;0;0;0
4298555_TR;4;0;0;1;0;0;0;0;0;0;0;0;0
4298570_TR;0;0;0;0;0;0;0;5;0;0;0;0;0
4298585_TR;0;0;0;0;0;0;0;0;0;1;0;0;0
4298596_TR;0;0;0;0;0;1;0;1;0;0;0;0;1
4298612_TR;0;0;15;8;2;1;0;0;0;4;0;0;0
4298618_TR;0;0;0;0;3;0;0;1;0;0;0;0;0
4298621_TR;0;0;0;0;0;0;0;0;0;3;0;0;0
4298631_TR;0;0;0;0;0;1;0;0;0;0;0;0;0
